genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin
Desulfotignum phosphitoxidans,190898,FiPS-3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,,53.9,,AF420288,52.8,15.0,30.0,,,30.0,15.0
Nocardiopsis metallicus,179819,DSM 44598,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,70.8,,AJ420769,58.3,10.0,30.0,,,30.0,20.0
Spiroplasma poulsonii,2138,DW-1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,26.0,,M24483,49.4,26.0,30.0,,,30.0,4.0
Mycoplasma mobile,2118, 163K,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,GCA_000008365.1,25.0,0.8,M24480,46.7,17.0,30.0,,,30.0,13.0
Enterobacter mori,539813, R18-2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,55.1,,EU721605,55.1,20.0,28.0,,,30.0,10.0
Rubellimicrobium rubrum,2585369,YIM 131921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,66.6,,MK610812,58.4,20.0,28.0,,,30.0,10.0
Nocardia zhihengii,2213111,YIM TG2190,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,61.1,,MG575903,57.7,4.0,28.0,,,30.0,26.0
Neorhizobium tomejilense,2093828,HAMBI 540,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,,61.5,,MH064335,55.2,12.0,28.0,,,30.0,18.0
Actinophytocola glycyrrhizae,2044873,BMP B8152,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,,70.2,,MG190031,58.3,15.0,28.0,,,30.0,15.0
Roseovarius ramblicola,2022336,D15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,63.0,,MF527111,56.5,5.0,28.0,,,30.0,25.0
Nocardioides litoris,1926648,002-2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,68.8,,KY244027,58.2,10.0,28.0,,,30.0,20.0
Fuerstia marisgermanicae,1891926,NH11,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia,GCA_001983935.1,55.9,8.9,KX757851,54.4,20.0,28.0,,,30.0,10.0
Paenibacillus ihbetae,1870820,IHBB 9852,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_002741055.1,52.1,6.6,KP745129,54.6,5.0,28.0,,,30.0,25.0
Terrimonas crocea,1867851,M1-33108,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,,45.0,,KX139009,50.8,4.0,28.0,,,30.0,26.0
Delftia rhizosphaerae,1915059,RA6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,66.4,,KY075818,54.4,4.0,28.0,,,30.0,26.0
Anaerosporomusa subterranea,1794912,RU4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosporomusa,,52.0,,KX268498,54.7,24.0,28.0,,,30.0,6.0
Pseudomonas versuta,1788301,L10.10,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_001294575.1,58.2,5.1,KC433618,53.2,4.0,28.0,,,30.0,26.0
Microlunatus nigridraconis,1710544,CPCC 203993,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,,64.0,,KT694343,58.1,15.0,28.0,,,30.0,15.0
Flavobacterium terriphilum,1706838,CUG00004,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.3,,KT592306,51.8,4.0,28.0,,,30.0,26.0
Nocardia camponoti,1616106,1H-HV4,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,68.7,,KP784782,57.2,15.0,28.0,,,30.0,15.0
Devosia humi,1591105,THG-MM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,63.7,,KM598259,56.1,18.0,28.0,,,30.0,12.0
Flavobacterium vireti,1582803,THG-SM1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38.5,,KM576853,50.7,25.0,28.0,,,30.0,5.0
Frankia coriariae,1562887,BMG5.1,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,,70.2,,KY066449,60.2,25.0,28.0,,,30.0,5.0
Aureisphaera galaxeae,1538023,04OKA003-7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,,41.0,,AB983370,54.0,20.0,28.0,,,30.0,10.0
Rhodopirellula caenicola,1536901,YM26-125 ,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,57.5,,AB983339,54.4,20.0,28.0,,,30.0,10.0
Wenyingzhuangia gracilariae,1536900,N5DB13-4 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,34.1,,AB983340,49.4,20.0,28.0,,,30.0,10.0
Bradyrhizobium valentinum,1518501,LmjM3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,,,JX514883,55.7,14.0,28.0,,,30.0,16.0
Streptomyces fuscigenes,1528880,JBL-20,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.4,,AB980255,58.9,4.0,28.0,,,30.0,26.0
Microbacterium halimionae,1526413,PA36,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,61.7,,KJ920278,55.4,10.0,28.0,,,30.0,20.0
Microbacterium endophyticum,1526412,PA15,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,61.7,,KJ920264,55.3,10.0,28.0,,,30.0,20.0
Undibacterium seohonense,1344950,SHS5-24,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,,,KC735151,52.2,10.0,28.0,,,30.0,20.0
Halobacillus sediminis,1517559,NGS-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,,45.0,,AB971838,55.5,10.0,28.0,,,30.0,20.0
Frondibacter aureus,1495146,A5Q-67,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Frondibacter,,36.7,,AB932598,49.6,25.0,28.0,,,30.0,5.0
Flavobacterium gilvum,1492737,EM1308,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_001761465.1,35.2,4.4,KX037100,51.0,4.0,28.0,,,30.0,26.0
Wenyingzhuangia heitensis,1487859,H-MN17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,31.8,,AB924513,49.1,25.0,28.0,,,30.0,5.0
Sphingomonas panaciterrae,1462999,DCY91,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.8,,KF915801,54.1,20.0,28.0,,,30.0,10.0
Sphingobacterium rhinocerotis,1453594,YIM 101302,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,38.9,,KJ190943,50.5,5.0,28.0,,,30.0,25.0
Saccharopolyspora cavernae,1387985,YIM C01235,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,69.1,,KF177334,59.3,10.0,28.0,,,30.0,20.0
Algisphaera agarilytica,1385975,06SJR6-2,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera,,63.0,,AB845176,53.5,20.0,28.0,,,30.0,10.0
Sporosarcina siberiensis,1365606,1111S-42,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,39.0,,KF258678,54.8,4.0,28.0,,,30.0,26.0
Cnuella takakiae,1302690,RG1-1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Cnuella,,49.1,,KC560021,53.3,20.0,28.0,,,30.0,10.0
Chryseobacterium polytrichastri,1302687,YG4-6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.3,,KC560018,50.1,4.0,28.0,,,30.0,26.0
Mesorhizobium calcicola,1300310,ICMP 19560,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,62.6,,KC237408,55.4,15.0,28.0,,,30.0,15.0
Bradyrhizobium retamae,1300035,Ro19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,61.5,,KC247085,55.7,14.0,28.0,,,30.0,16.0
Humibacter antri,1280375,D7-27,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Humibacter,,66.3,,HF570028,56.9,20.0,28.0,,,30.0,10.0
Frondihabitans sucicola,1268041,GRS42,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,,65.4,,JX876867,55.9,4.0,28.0,,,30.0,26.0
Chryseobacterium ginsengiterrae,1245592,DCY78,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.9,,JX827729,50.7,10.0,28.0,,,30.0,20.0
Lacinutrix iliipiscaria,1230532,Th68,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,33.0,,JX412960,48.5,16.0,28.0,,,30.0,14.0
Nocardia aciditolerans,1224718,CSCA68,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,71.3,,AM402972,57.5,10.0,28.0,,,30.0,20.0
Paraoerskovia sediminicola,1138587,H25-14,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Paraoerskovia,,73.2,,AB695378,57.7,10.0,28.0,,,30.0,20.0
Rhizobium aethiopicum,1138170,HBR26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,61.0,,NR_149191,54.9,15.0,28.0,,,30.0,15.0
Promicromonospora iranensis,1105144,HM 792,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,,,,JN038073,57.5,25.0,28.0,,,30.0,5.0
Sphingobium cupriresistens,1132417,CU4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,64.9,,JQ046313,54.9,4.0,28.0,,,30.0,26.0
Gordonia alkaliphila,1053547,CJ10,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,,67.7,,JN008111,57.7,20.0,28.0,,,30.0,10.0
Rhizobium pongamiae,927702,VKLR-01,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,,GQ444136,54.6,25.0,28.0,,,30.0,5.0
Bradyrhizobium arachidis,858423,CCBAU 051107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,60.1,,HM107167,55.4,20.0,28.0,,,30.0,10.0
Rubellimicrobium roseum,687525,YIM 48858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,67.7,,GU109478,57.6,25.0,28.0,,,30.0,5.0
Auraticoccus monumenti,675864,MON 2.2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Auraticoccus,,73.5,,FN552748,57.6,15.0,28.0,,,30.0,15.0
Dactylosporangium luridum,649008,BK63,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,,70.0,,FJ973605,59.3,20.0,28.0,,,30.0,10.0
Dactylosporangium luteum,649007,BK51 ,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,,74.0,,FJ973604,59.3,15.0,28.0,,,30.0,15.0
Sphingomonas xinjiangensis,643568,10-1-84 ,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,63.3,,FJ754464,54.1,17.0,28.0,,,30.0,13.0
Sphingobium subterraneum,627688,S-II-13,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,63.5,,FJ796422,53.5,15.0,28.0,,,30.0,15.0
Paralcaligenes ureilyticus,627131,GR24-5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paralcaligenes,,55.1,,FJ793551,54.9,10.0,28.0,,,30.0,20.0
Methylobacterium gossipiicola,582675,Gh-105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,64.2,,EU912445,57.0,20.0,28.0,,,30.0,10.0
Mucilaginibacter gossypii,551996,Gh-67,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,GCA_003286435.2,42.7,7.6,EU672804,51.0,20.0,28.0,,,30.0,10.0
Mucilaginibacter gossypiicola,551995,Gh-48,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44.2,,EU672805,50.6,20.0,28.0,,,30.0,10.0
Oleispira lenta,555883,DFH11,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,,42.7,,EU980447,52.4,0.0,28.0,,,30.0,30.0
Streptomyces baliensis,542764,ID03-0915,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.1,,AB441718,59.0,10.0,28.0,,,30.0,20.0
Chitinophaga niastensis,536980,JS16-4,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,43.0,,EU714260,51.1,5.0,28.0,,,30.0,25.0
Bradyrhizobium rifense,515499,CTAW71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,62.7,,EU561074,55.3,14.0,28.0,,,30.0,16.0
Bradyrhizobium cytisi,515489,CTAW11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,65.1,,EU561065,55.4,14.0,28.0,,,30.0,16.0
Methylophilus rhizosphaerae,492660,CBMB127,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,,47.9,,EU194887,52.0,20.0,28.0,,,30.0,10.0
Agromyces aureus,453304,AR33,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,GCA_001660485.1,70.4,4.4,KU141338,56.8,10.0,28.0,,,30.0,20.0
Methylobacterium phyllosphaerae,418223,CBMB27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001936175.1,69.6,6.3,EF126746,57.1,20.0,28.0,,,30.0,10.0
Saccharothrix violaceirubra,413306,YU 692-1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,70.8,,AB284261,60.1,15.0,28.0,,,30.0,15.0
Kaistia defluvii,410841,B6-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,63.0,,AM409365,55.8,10.0,28.0,,,30.0,20.0
Massilia aurea,373040,AP13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.0,,AM231588,53.3,4.0,28.0,,,30.0,26.0
Salinispora pacifica,351187,CNR-114,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,,68.9,,DQ224161,59.9,20.0,28.0,,,30.0,10.0
Methylobacterium oryzae,334852,CBMB20 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_000757795.1,69.8,6.3,AY683045,57.2,20.0,28.0,,,30.0,10.0
Williamsia marianensis,322609,MT8,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,,65.2,,AY894336,57.8,4.0,28.0,,,30.0,26.0
Kocuria himachalensis,322508,K07-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,75.0,,AY987383,57.2,20.0,28.0,,,30.0,10.0
Methylobacterium variabile,298794,GR3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,69.2,,AJ851087,58.2,20.0,28.0,,,30.0,10.0
Methylobacterium aquaticum,270351,GR16 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001548015.1,70.8,7.6,AJ635303,57.8,20.0,28.0,,,30.0,10.0
Methylobacterium hispanicum,270350,GP34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,67.7,,AJ635304,57.3,15.0,28.0,,,30.0,15.0
Klugiella xanthotipulae,244735,44C3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Klugiella,,60.9,,AY372075,55.7,4.0,28.0,,,30.0,26.0
Bradyrhizobium yuanmingense,108015,CCBAU 10071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.2,,AF193818,55.6,15.0,28.0,,,30.0,15.0
Kocuria palustris,71999,DSM11925,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,GCA_001275345.1,70.5,2.9,Y16264,57.2,10.0,28.0,,,30.0,20.0
Streptacidiphilus torunensis,1813013,NF37,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,72.3,,KT933137,58.8,10.0,27.0,,,30.0,20.0
Thiorhodococcus alkaliphilus,1752873,JA878,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,,62.4,,LN901453,56.9,25.0,27.0,,,30.0,5.0
Nitrosopumilus ureiphilus,1470067,PS0,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33.4,,KX950759,52.5,10.0,26.0,,,30.0,20.0
Zunongwangia endophytica,1808945,CPA58,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,,26.0,,KY310594,50.5,4.0,26.0,,,30.0,26.0
Mucilaginibacter pineti,1391627,M47C3B,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,40.6,,KF483876,51.8,15.0,26.0,,,30.0,15.0
Planococcus versutus,1302659, L10.15,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,GCA_001186155.3,39.4,3.3,KX516729,55.9,4.0,26.0,,,30.0,26.0
Streptacidiphilus durhamensis,1242862,FSCA67,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,71.0,,JX484798,58.3,10.0,26.0,,,30.0,20.0
Haliscomenobacter hydrossis,2350,O,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,GCA_000212735.1,47.1,8.8,EF090267,51.8,8.0,26.0,,,30.0,22.0
Nitrosopumilus oxyclinae,1959104,HCE1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33.1,,KX950758,51.9,4.0,25.0,,,30.0,26.0
Nitrosopumilus cobalaminigenes,1470066,HCA1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33.0,,KX950757,52.8,10.0,25.0,,,30.0,20.0
Nitrosarchaeum koreense,1088740,MY1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,,32.7,,HQ331116,52.1,15.0,25.0,,,30.0,15.0
Flavivirga rizhaonensis,2559571,RZ03,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,,32.2,,MK311254,50.0,7.0,25.0,,,30.0,23.0
Flavobacterium sangjuense,2518177,GS03,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_004797125.1,36.1,3.1,MH168564,51.0,4.0,25.0,,,30.0,26.0
Cohnella abietis,2507935,HS21,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,GCA_004295585.1,44.8,7.1,MK418450,55.4,4.0,25.0,,,30.0,26.0
Pedobacter nototheniae,2488994,36B243,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,35.4,,MH065727,50.7,10.0,25.0,,,30.0,20.0
Pseudomethylobacillus aquaticus,2676064,H-5,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Pseudomethylobacillus,,58.3,,MG603667,52.8,15.0,25.0,,,30.0,15.0
Shewanella litoralis,2282700,MMS16-UL482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,43.7,,KX621128,54.0,4.0,25.0,,,30.0,26.0
Winogradskyella aurantiaca,2219558,IMCC20180,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,37.7,,KX061440,49.1,20.0,25.0,,,30.0,10.0
Shewanella ulleungensis,2282699,MMS16-UL253,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,42.1,,KY047616,53.8,4.0,25.0,,,30.0,26.0
Shewanella saliphila,2282698,MMS16-UL250,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,43.4,,MF996862,53.8,4.0,25.0,,,30.0,26.0
Dokdonia flava,2081979,ZODW10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,,36.0,,MF614624,49.2,10.0,25.0,,,30.0,20.0
Jatrophihabitans telluris,2038343,N237,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,,68.1,,LC323105,58.6,10.0,25.0,,,30.0,20.0
Bizionia berychis,2036822, RA3-3-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,34.1,,MF962574,49.6,4.0,25.0,,,30.0,26.0
Flavobacterium chuncheonense,2026653,IMCC26013 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.8,,KX505859,51.0,15.0,25.0,,,30.0,15.0
Hymenobacter pedocola,2025510,S12.2.1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,58.7,,LC315612,56.2,4.0,25.0,,,30.0,26.0
Hymenobacter agri,2025315,S1-2-1-2-1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,63.0,,LC315199,55.7,10.0,25.0,,,30.0,20.0
Larkinella rosea,2025312,15J16-1T3A,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,49.5,,LC315196,55.3,10.0,25.0,,,30.0,20.0
Larkinella terrae,2025311,15J8-8,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,50.5,,LC315195,55.4,8.0,25.0,,,30.0,22.0
Larkinella knui,2025310,15J6-3T6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,50.6,,LC315194,55.7,4.0,25.0,,,30.0,26.0
Marinisporobacter balticus,2018667,59.4M,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Marinisporobacter,,42.9,,KX822012,52.8,15.0,25.0,,,30.0,15.0
Spirosoma horti,1987382,S7.3.19,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,48.6,,LC269321,53.8,10.0,25.0,,,30.0,20.0
Spirosoma lituiforme,1987377,T15.2.4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,49.7,,LC269316,53.9,10.0,25.0,,,30.0,20.0
Loktanella acticola,1972512,OISW-6 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,,57.3,,KY817315,54.3,4.0,25.0,,,30.0,26.0
Spirosoma gilvum,1968279,15J10-9T5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.7,,LC221821,54.5,10.0,25.0,,,30.0,20.0
Spirosoma migulaei,1968278,15J9-8,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.0,,LC221820,54.5,10.0,25.0,,,30.0,20.0
Spirosoma daeguense,1968277,15J9-6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,45.7,,LC221819,54.5,10.0,25.0,,,30.0,20.0
Polaribacter insulae,1965254,OITF-22,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,32.3,,KY694984,49.4,10.0,25.0,,,30.0,20.0
Algoriphagus aquaemixtae,1962689,KEM-10,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,40.6,,KY661386,52.8,4.0,25.0,,,30.0,26.0
Caballeronia mineralivorans,2010198,PML1(12),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,60.8,,,,10.0,25.0,,,30.0,20.0
Mariprofundus micogutta,1921010,ET2,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,48.8,,LC107871,53.4,15.0,25.0,,,30.0,15.0
Jindonia aestuariivivens,1920899,JDTF-65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jindonia,,56.8,,KY223704,54.6,10.0,25.0,,,30.0,20.0
Altererythrobacter aquiaggeris,1898396,KEM-3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,59.0,,KX812543,52.2,4.0,25.0,,,30.0,26.0
Larkinella ripae,1892557,15J11-11,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,53.2,,LC177338,56.1,15.0,25.0,,,30.0,15.0
Adhaeribacter terrae,1892554,HY02,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,44.0,,LC177335,52.6,15.0,25.0,,,30.0,15.0
